Date,Channel,Campaign Name,Conversions,Spend,Revenue,CTR,CPA,ROAS,AOV,Region,Device Type,Open Rate,Bounce Rate,Creative Format,Creative Size,Season/Event,Video Length,ROI,Year,Month
2022-01-03,Email Marketing,Email Marketing - 3 - 2022,507.6422717,3904.982388,7626.709178,1.028804425,48.99469888,1.871482415,85.40508641,Asia-Pacific,Desktop,0.471775481,,Video,,Winter Sale,30s,0.953071338,2022,January
2022-01-03,Display Ads,Display Ads - 3 - 2022,1388.43527,,,,24.80205129,0.936251272,,Asia-Pacific,Mobile,,,Video,,Winter Sale,30s,,2022,January
2022-01-03,Organic Search,Organic Search - 4 - 2022,1491.915926,,,,32.20997415,1.263869242,,Europe,Mobile,,,Video,,Winter Sale,30s,,2022,January
2022-01-03,Content Marketing,Content Marketing - 1 - 2022,823.6301508,,,,41.61654454,0.68189841,,Asia-Pacific,Desktop,,,Video,,Winter Sale,30s,,2022,January
2022-01-04,Paid Search,Paid Search - 4 - 2022,257.9300188,5274.916799,9769.002444,1.253143042,42.59642818,2.04933772,64.04497216,Latin America,Mobile,,0.405260457,Video,,Winter Sale,30s,0.851972802,2022,January
2022-01-04,Paid Social,Paid Social - 2 - 2022,339.1530487,5625.250638,4033.705757,0.600480992,43.98865079,0.774215928,87.38741921,Europe,Desktop,,,Text,320x50,Winter Sale,,-0.282928705,2022,January
2022-01-04,Paid Video,Paid Video - 1 - 2022,369.4720272,2844.789423,2036.772719,0.306879883,26.60873772,0.817935821,83.07704968,Latin America,Desktop,,,Video,,Winter Sale,30s,-0.284033924,2022,January
2022-01-04,Affiliate Marketing,Affiliate Marketing - 4 - 2022,282.830857,5661.778571,7683.646715,1.006536248,35.20939776,1.485692758,78.92488447,Europe,Desktop,,,Text,320x50,Winter Sale,,0.357108304,2022,January
2022-01-04,Email Marketing,Email Marketing - 3 - 2022,376.5528469,7234.640369,11729.03568,1.500600909,44.55524208,1.492563452,40.25323484,Latin America,Desktop,0.190839072,,Image,728x90,Winter Sale,,0.621232719,2022,January
2022-01-04,Display Ads,Display Ads - 2 - 2022,1720.39854,,,,58.81198635,1.393039833,,Latin America,Tablet,,,Video,,Winter Sale,30s,,2022,January
2022-01-04,Organic Search,Organic Search - 4 - 2022,1482.71655,,,,49.17737548,0.8160268,,North America,Tablet,,,Text,320x50,Winter Sale,,,2022,January
2022-01-04,Content Marketing,Content Marketing - 4 - 2022,1302.495046,,,,56.93770005,0.303502042,,North America,Tablet,,,Image,320x50,Winter Sale,,,2022,January
2022-01-05,Paid Search,Paid Search - 2 - 2022,783.9728745,4747.978468,7762.342045,1.033574835,50.56168904,1.568546004,72.35919543,North America,Desktop,,0.26583019,Video,,Winter Sale,30s,0.634873051,2022,January
2022-01-05,Paid Social,Paid Social - 1 - 2022,160.2318751,4731.817316,9041.327006,1.20999615,43.73807837,1.64581744,100.6833076,Asia-Pacific,Tablet,,,Text,300x250,Winter Sale,,0.910751494,2022,January
2022-01-05,Paid Video,Paid Video - 4 - 2022,326.888427,4488.767636,7944.414995,1.070661884,27.3974313,2.020818168,51.99557655,Latin America,Mobile,,,Text,320x50,Winter Sale,,0.769843226,2022,January
2022-01-05,Affiliate Marketing,Affiliate Marketing - 2 - 2022,267.6152923,5785.293002,6520.038597,0.905855279,46.7693253,1.040323721,71.38065834,North America,Tablet,,,Text,300x250,Winter Sale,,0.127002313,2022,January
2022-01-05,Email Marketing,Email Marketing - 1 - 2022,256.8417644,1584.372093,3002.700566,0.415920934,44.82782026,2.109429153,40.14636619,North America,Desktop,0.439163771,,Image,320x50,Winter Sale,,0.895199101,2022,January
2022-01-05,Display Ads,Display Ads - 4 - 2022,987.132415,,,,43.92343255,1.120865031,,Europe,Mobile,,,Image,728x90,Winter Sale,,,2022,January
2022-01-05,Organic Search,Organic Search - 1 - 2022,83.76540947,,,,39.41472243,1.377779388,,North America,Mobile,,,Text,728x90,Winter Sale,,,2022,January
2022-01-05,Content Marketing,Content Marketing - 3 - 2022,258.3389541,,,,41.21563082,1.137486683,,Latin America,Desktop,,,Video,,Winter Sale,30s,,2022,January
2022-01-06,Paid Search,Paid Search - 4 - 2022,355.6558451,6369.515566,7683.018594,0.962070287,33.3420891,1.20470456,45.6979693,Asia-Pacific,Tablet,,0.395348435,Text,300x250,Winter Sale,,0.2062171,2022,January
2022-01-06,Paid Social,Paid Social - 2 - 2022,293.3996311,4596.457602,7694.336542,0.995627511,40.5033927,1.766864496,106.6152189,Europe,Tablet,,,Text,728x90,Winter Sale,,0.673970959,2022,January
2022-01-06,Paid Video,Paid Video - 3 - 2022,995.8719094,7062.906569,9077.538162,1.132400271,27.97872228,1.396481747,43.88708273,North America,Desktop,,,Video,,Winter Sale,30s,0.28524115,2022,January
2022-01-06,Affiliate Marketing,Affiliate Marketing - 1 - 2022,478.534964,1877.190045,1740.071257,0.298993367,51.97663859,1.099039425,70.42052323,Asia-Pacific,Tablet,,,Video,,Winter Sale,30s,-0.073044702,2022,January
2022-01-06,Email Marketing,Email Marketing - 2 - 2022,425.249807,4663.424423,3694.007271,0.523400386,27.45344961,0.828304018,51.46016628,North America,Tablet,0.226372333,,Video,,Winter Sale,30s,-0.207876673,2022,January
2022-01-06,Display Ads,Display Ads - 2 - 2022,3.860550658,,,,23.43681142,0.479763428,,North America,Mobile,,,Text,728x90,Winter Sale,,,2022,January
2022-01-06,Organic Search,Organic Search - 1 - 2022,343.5025759,,,,37.59153339,1.119724531,,Asia-Pacific,Desktop,,,Image,300x250,Winter Sale,,,2022,January
2022-01-06,Content Marketing,Content Marketing - 2 - 2022,347.3540956,,,,46.61736715,0.928657165,,Europe,Tablet,,,Text,300x250,Winter Sale,,,2022,January
2022-01-07,Paid Search,Paid Search - 3 - 2022,500.2805754,10501.10283,7686.991223,1.026614793,37.29032479,0.895381477,82.92685193,Latin America,Tablet,,0.261219385,Video,,Winter Sale,30s,-0.267982483,2022,January
2022-01-07,Paid Social,Paid Social - 2 - 2022,545.5837477,2349.174363,2949.616018,0.436036328,31.06176946,1.739302015,59.37259452,North America,Mobile,,,Video,,Winter Sale,30s,0.255596887,2022,January
2022-01-07,Paid Video,Paid Video - 2 - 2022,448.8446327,6360.905954,9777.340204,1.289099216,42.28263371,1.570641508,85.00833346,Latin America,Tablet,,,Video,,Winter Sale,30s,0.537098689,2022,January
2022-01-07,Affiliate Marketing,Affiliate Marketing - 2 - 2022,547.2832987,5904.457018,9498.303172,1.285575309,33.94949337,1.505595575,80.02812247,Asia-Pacific,Desktop,,,Video,,Winter Sale,30s,0.608666664,2022,January
2022-01-07,Email Marketing,Email Marketing - 2 - 2022,320.8443346,9568.833141,11809.30491,1.556057497,57.34921461,0.983829962,36.25367465,Europe,Mobile,0.225615999,,Image,728x90,Winter Sale,,0.234142631,2022,January
2022-01-07,Display Ads,Display Ads - 2 - 2022,759.4073538,,,,56.84939819,2.007748585,,Europe,Tablet,,,Video,,Winter Sale,30s,,2022,January
2022-01-07,Organic Search,Organic Search - 2 - 2022,1072.942678,,,,40.02432845,1.617109879,,Latin America,Desktop,,,Video,,Winter Sale,30s,,2022,January
2022-01-07,Content Marketing,Content Marketing - 4 - 2022,659.7680586,,,,32.93672762,1.656559757,,Europe,Mobile,,,Text,728x90,Winter Sale,,,2022,January
2022-01-08,Paid Search,Paid Search - 4 - 2022,230.3095533,4154.034235,5785.667486,0.746666119,49.64335441,1.417501131,119.2278924,North America,Mobile,,0.432328805,Text,728x90,Winter Sale,,0.392782813,2022,January
2022-01-08,Paid Social,Paid Social - 3 - 2022,741.8537001,3294.1089,3055.025582,0.476760103,21.54199041,0.944468608,116.2252315,North America,Mobile,,,Video,,Winter Sale,30s,-0.072579057,2022,January
2022-01-08,Paid Video,Paid Video - 2 - 2022,515.941876,12794.03314,25360.14045,3.130948444,39.13760315,1.980145798,69.82565512,Latin America,Tablet,,,Video,,Winter Sale,30s,0.98218499,2022,January
2022-01-08,Affiliate Marketing,Affiliate Marketing - 1 - 2022,805.2273492,12650.70073,11820.03582,1.5434475,33.40327239,0.93330786,60.08158807,North America,Mobile,,,Video,,Winter Sale,30s,-0.065661573,2022,January
2022-01-08,Email Marketing,Email Marketing - 1 - 2022,1486.383183,5163.43759,4007.576077,0.536936694,56.71634173,0.417527261,54.87157567,North America,Desktop,0.194183356,,Image,320x50,Winter Sale,,-0.223855037,2022,January
2022-01-08,Display Ads,Display Ads - 2 - 2022,1151.67551,,,,20.30759068,1.165576116,,North America,Mobile,,,Image,728x90,Winter Sale,,,2022,January
2022-01-08,Organic Search,Organic Search - 1 - 2022,137.6322953,,,,42.17002184,0.228528764,,North America,Desktop,,,Text,320x50,Winter Sale,,,2022,January
2022-01-08,Content Marketing,Content Marketing - 2 - 2022,371.4099164,,,,49.46017633,2.084896589,,Latin America,Mobile,,,Image,320x50,Winter Sale,,,2022,January
2022-01-09,Paid Search,Paid Search - 3 - 2022,504.2857814,7903.97897,11172.19691,1.4513145,39.69650559,1.29383031,95.03261216,Latin America,Tablet,,0.286209763,Image,728x90,Winter Sale,,0.413490213,2022,January
2022-01-09,Paid Social,Paid Social - 3 - 2022,494.338788,8840.777122,12213.09454,1.574948876,23.20689839,0.990302261,76.72863263,Europe,Desktop,,,Video,,Winter Sale,30s,0.381450337,2022,January
2022-01-09,Paid Video,Paid Video - 1 - 2022,656.0253528,4584.822547,6780.872593,0.908675883,58.94224122,1.353421671,52.55193505,Asia-Pacific,Mobile,,,Text,320x50,Winter Sale,,0.478982561,2022,January
2022-01-09,Affiliate Marketing,Affiliate Marketing - 4 - 2022,347.0237322,8646.504172,11070.58752,1.469885171,40.97111401,1.154323417,72.11752242,Asia-Pacific,Tablet,,,Video,,Winter Sale,30s,0.280354153,2022,January
2022-01-09,Email Marketing,Email Marketing - 2 - 2022,202.2386237,7453.28995,4193.603817,0.553690293,44.66330413,0.738607214,51.94845043,Latin America,Mobile,0.308520387,,Video,,Winter Sale,30s,-0.437348628,2022,January
2022-01-09,Display Ads,Display Ads - 4 - 2022,927.114767,,,,29.4924991,1.449928972,,Europe,Desktop,,,Text,320x50,Winter Sale,,,2022,January
2022-01-09,Organic Search,Organic Search - 1 - 2022,1164.033155,,,,39.18496602,1.629372007,,North America,Desktop,,,Video,,Winter Sale,30s,,2022,January
2022-01-09,Content Marketing,Content Marketing - 1 - 2022,214.342157,,,,36.94489661,1.314119052,,Latin America,Mobile,,,Text,300x250,Winter Sale,,,2022,January
2022-01-10,Paid Search,Paid Search - 1 - 2022,434.1923145,6373.355472,10415.70074,1.320841676,23.1190417,1.620560272,68.96486233,Europe,Desktop,,0.225003433,Text,320x50,Winter Sale,,0.634256992,2022,January
2022-01-10,Paid Social,Paid Social - 1 - 2022,593.077737,6306.354046,5769.895964,0.856859919,24.4873977,0.961172023,97.62886769,Asia-Pacific,Tablet,,,Text,728x90,Winter Sale,,-0.085066281,2022,January
2022-01-10,Paid Video,Paid Video - 1 - 2022,210.5340036,2985.035604,1697.372025,0.295412638,53.42868479,0.941332665,66.42994217,Europe,Tablet,,,Video,,Winter Sale,30s,-0.431372938,2022,January
2022-01-10,Affiliate Marketing,Affiliate Marketing - 1 - 2022,266.9223652,7373.403939,5718.5617,0.788131907,29.41054825,0.536290363,35.72927175,Latin America,Mobile,,,Image,300x250,Winter Sale,,-0.224433959,2022,January
2022-01-10,Email Marketing,Email Marketing - 4 - 2022,791.6888501,3658.999735,3897.307079,0.5431892,27.40502375,1.293669512,50.07853292,Asia-Pacific,Desktop,0.176978711,,Image,320x50,Winter Sale,,0.065129096,2022,January
2022-01-10,Display Ads,Display Ads - 4 - 2022,1747.740199,,,,40.03953568,1.543269768,,Latin America,Mobile,,,Image,728x90,Winter Sale,,,2022,January
2022-01-10,Organic Search,Organic Search - 3 - 2022,1736.489818,,,,50.73170016,1.888646757,,Asia-Pacific,Tablet,,,Text,728x90,Winter Sale,,,2022,January
2022-01-10,Content Marketing,Content Marketing - 3 - 2022,1292.150633,,,,22.73372046,0.831504626,,Latin America,Desktop,,,Image,728x90,Winter Sale,,,2022,January
2022-01-11,Paid Search,Paid Search - 1 - 2022,701.5355543,6408.778206,8801.784511,1.226855048,43.18001818,1.47987599,128.5394813,Latin America,Desktop,,0.158452908,Text,300x250,Winter Sale,,0.373395088,2022,January
2022-01-11,Paid Social,Paid Social - 1 - 2022,640.5924599,1125.093331,1886.158883,0.315688539,24.81723138,1.879130855,100.7949272,Europe,Tablet,,,Text,320x50,Winter Sale,,0.676446594,2022,January
2022-01-11,Paid Video,Paid Video - 1 - 2022,326.3771917,8966.901075,8171.134681,1.064083223,21.39442289,0.827733577,39.86407752,Europe,Tablet,,,Video,,Winter Sale,30s,-0.088744862,2022,January
2022-01-11,Affiliate Marketing,Affiliate Marketing - 1 - 2022,315.8267955,2467.752871,1700.791341,0.249937401,22.01645157,0.711194726,62.67084856,Europe,Desktop,,,Image,320x50,Winter Sale,,-0.310793491,2022,January
2022-01-11,Email Marketing,Email Marketing - 2 - 2022,1126.241249,6200.138179,11898.21523,1.497189784,53.59146794,2.05581439,65.63253493,Europe,Desktop,0.48827517,,Text,300x250,Winter Sale,,0.919024203,2022,January
2022-01-11,Display Ads,Display Ads - 2 - 2022,512.1230623,,,,24.75101751,1.373632537,,Asia-Pacific,Desktop,,,Image,728x90,Winter Sale,,,2022,January
2022-01-11,Organic Search,Organic Search - 3 - 2022,1578.546709,,,,21.46963847,2.263048175,,Latin America,Mobile,,,Video,,Winter Sale,30s,,2022,January
2022-01-11,Content Marketing,Content Marketing - 3 - 2022,400.6224201,,,,37.40822914,1.037384741,,Europe,Tablet,,,Image,320x50,Winter Sale,,,2022,January
2022-01-12,Paid Search,Paid Search - 2 - 2022,701.6746147,3532.823161,5333.013528,0.792036889,53.62242431,1.503320429,125.2779862,Asia-Pacific,Desktop,,0.264544516,Text,728x90,Winter Sale,,0.509561415,2022,January
2022-01-12,Paid Social,Paid Social - 2 - 2022,330.3474669,2219.05866,2004.465351,0.326410894,30.40893282,0.74745977,41.21883502,Europe,Mobile,,,Video,,Winter Sale,30s,-0.096704658,2022,January
2022-01-12,Paid Video,Paid Video - 4 - 2022,497.9940789,9756.835979,8730.272098,1.135930238,36.95857041,0.742528502,55.36204627,Latin America,Mobile,,,Video,,Winter Sale,30s,-0.105214834,2022,January
2022-01-12,Affiliate Marketing,Affiliate Marketing - 2 - 2022,269.0421681,3146.651622,4280.085769,0.617087204,21.57971012,1.167412384,81.20366696,Asia-Pacific,Mobile,,,Image,300x250,Winter Sale,,0.360203252,2022,January
2022-01-12,Email Marketing,Email Marketing - 1 - 2022,1572.86307,2605.016687,2340.808241,0.378762473,37.9508421,0.923319445,63.77629756,Europe,Desktop,0.347736985,,Text,320x50,Winter Sale,,-0.101422938,2022,January
2022-01-12,Display Ads,Display Ads - 1 - 2022,139.0505514,,,,43.31467893,0.673410094,,Europe,Desktop,,,Image,320x50,Winter Sale,,,2022,January
2022-01-12,Organic Search,Organic Search - 3 - 2022,1219.449754,,,,42.72484838,0.789013009,,North America,Mobile,,,Text,300x250,Winter Sale,,,2022,January
2022-01-12,Content Marketing,Content Marketing - 3 - 2022,456.3435321,,,,33.59533961,0.889437189,,Asia-Pacific,Mobile,,,Text,300x250,Winter Sale,,,2022,January
2022-01-13,Paid Search,Paid Search - 1 - 2022,1111.007076,3646.069675,5764.437327,0.758939774,32.51391801,1.39182022,108.8342041,North America,Tablet,,0.428911689,Video,,Winter Sale,30s,0.581000321,2022,January
2022-01-13,Paid Social,Paid Social - 4 - 2022,352.0495872,4598.086884,5771.552743,0.781306252,24.27921647,1.2616362,47.03696353,North America,Mobile,,,Video,,Winter Sale,30s,0.255207413,2022,January
2022-01-13,Paid Video,Paid Video - 4 - 2022,288.1008318,4307.945301,2764.49765,0.377384231,34.62694025,0.736167961,60.79781326,Asia-Pacific,Desktop,,,Text,728x90,Winter Sale,,-0.358279306,2022,January
2022-01-13,Affiliate Marketing,Affiliate Marketing - 2 - 2022,686.3823766,10536.90636,7911.762332,1.049271429,23.99953382,0.858358269,82.92179912,Asia-Pacific,Mobile,,,Video,,Winter Sale,30s,-0.249138024,2022,January
2022-01-13,Email Marketing,Email Marketing - 1 - 2022,798.7893402,6112.394111,3571.683093,0.468529317,50.73497251,0.644424675,36.74864454,Asia-Pacific,Mobile,0.256475302,,Video,,Winter Sale,30s,-0.415665445,2022,January
2022-01-13,Display Ads,Display Ads - 3 - 2022,874.4324763,,,,58.72038555,1.380376801,,Europe,Desktop,,,Video,,Winter Sale,30s,,2022,January
2022-01-13,Organic Search,Organic Search - 2 - 2022,722.5805618,,,,58.68247949,0.713563144,,Asia-Pacific,Mobile,,,Image,300x250,Winter Sale,,,2022,January
2022-01-13,Content Marketing,Content Marketing - 1 - 2022,1506.181449,,,,54.42317763,1.674066964,,Europe,Desktop,,,Video,,Winter Sale,30s,,2022,January
2022-01-14,Paid Search,Paid Search - 2 - 2022,269.8031685,8065.344884,4232.428186,0.659691312,44.43219346,0.489332965,94.96084469,Latin America,Tablet,,0.247928566,Image,300x250,Winter Sale,,-0.475232833,2022,January
2022-01-14,Paid Social,Paid Social - 4 - 2022,197.872813,1971.83852,1844.727694,0.27516966,47.9571904,0.624163111,69.28328925,Asia-Pacific,Mobile,,,Image,728x90,Winter Sale,,-0.064463101,2022,January
2022-01-14,Paid Video,Paid Video - 1 - 2022,412.9745937,8635.132543,16419.95924,2.075623375,31.5201061,1.761132218,50.58254586,Asia-Pacific,Tablet,,,Video,,Winter Sale,30s,0.901529497,2022,January
2022-01-14,Affiliate Marketing,Affiliate Marketing - 2 - 2022,350.5807624,4219.817002,6710.387854,0.90501944,44.9735942,1.394348951,110.7940973,Europe,Mobile,,,Video,,Winter Sale,30s,0.59020826,2022,January
2022-01-14,Email Marketing,Email Marketing - 1 - 2022,1652.200918,3942.80325,2480.216413,0.345392438,38.18124394,0.502706971,73.40401632,Asia-Pacific,Mobile,0.346053007,,Video,,Winter Sale,30s,-0.370951007,2022,January
2022-01-14,Display Ads,Display Ads - 4 - 2022,1359.316428,,,,39.26034169,1.737004875,,North America,Mobile,,,Image,320x50,Winter Sale,,,2022,January
2022-01-14,Organic Search,Organic Search - 4 - 2022,100.5271608,,,,50.38671283,1.296950465,,Latin America,Tablet,,,Text,728x90,Winter Sale,,,2022,January
2022-01-14,Content Marketing,Content Marketing - 2 - 2022,1269.50511,,,,30.84114156,2.055046981,,North America,Desktop,,,Text,320x50,Winter Sale,,,2022,January
2022-01-15,Paid Search,Paid Search - 1 - 2022,1031.582039,7477.276768,10494.55379,1.469455781,32.74816697,1.315124641,62.7066649,North America,Mobile,,0.458312225,Image,320x50,Winter Sale,,0.403526192,2022,January
2022-01-15,Paid Social,Paid Social - 2 - 2022,740.9153368,4759.578123,7986.61807,1.111026314,56.80171301,1.64668965,89.55524111,North America,Tablet,,,Text,728x90,Winter Sale,,0.67800966,2022,January
2022-01-15,Paid Video,Paid Video - 2 - 2022,274.2713854,3457.507148,6823.603404,0.920598679,22.30086711,2.039205945,46.71748883,Europe,Mobile,,,Image,320x50,Winter Sale,,0.973561619,2022,January
2022-01-15,Affiliate Marketing,Affiliate Marketing - 4 - 2022,748.9109964,7204.231804,6203.278798,0.904903865,39.25955927,1.055862946,133.9989149,North America,Mobile,,,Video,,Winter Sale,30s,-0.138939589,2022,January
2022-01-15,Email Marketing,Email Marketing - 1 - 2022,284.6749337,4913.094216,7044.388669,0.937578394,56.37515478,1.528114957,64.42779839,Latin America,Desktop,0.153867669,,Text,300x250,Winter Sale,,0.433798816,2022,January
2022-01-15,Display Ads,Display Ads - 2 - 2022,1643.490972,,,,44.3707399,1.029125057,,Europe,Desktop,,,Text,300x250,Winter Sale,,,2022,January
2022-01-15,Organic Search,Organic Search - 4 - 2022,490.7881224,,,,41.68791025,0.283490565,,North America,Desktop,,,Image,728x90,Winter Sale,,,2022,January
2022-01-15,Content Marketing,Content Marketing - 3 - 2022,1236.571889,,,,29.91368166,0.571507834,,North America,Desktop,,,Video,,Winter Sale,30s,,2022,January
2022-01-16,Paid Search,Paid Search - 2 - 2022,524.4879387,6737.210141,4810.81663,0.707150088,33.54007944,0.594290707,102.0220128,Europe,Tablet,,0.183651367,Image,320x50,Winter Sale,,-0.285933416,2022,January
2022-01-16,Paid Social,Paid Social - 2 - 2022,1028.934815,3367.012668,4688.940267,0.655358098,53.78862936,1.316787411,116.6938756,Latin America,Mobile,,,Text,728x90,Winter Sale,,0.392611412,2022,January
2022-01-16,Paid Video,Paid Video - 4 - 2022,342.0801733,8361.953781,11715.70248,1.496619321,42.5315984,1.147932199,76.98660147,Latin America,Desktop,,,Video,,Winter Sale,30s,0.401072379,2022,January
2022-01-16,Affiliate Marketing,Affiliate Marketing - 2 - 2022,551.3151853,11365.61682,14697.35558,1.833918473,40.38231996,1.355900421,121.3924454,North America,Tablet,,,Text,320x50,Winter Sale,,0.293141922,2022,January
2022-01-16,Email Marketing,Email Marketing - 2 - 2022,1023.779023,2552.803951,1574.445207,0.235638968,23.9545996,0.789018376,74.39352002,Asia-Pacific,Desktop,0.360988917,,Image,728x90,Winter Sale,,-0.38324868,2022,January
2022-01-16,Display Ads,Display Ads - 3 - 2022,165.6075657,,,,20.76158883,1.138566919,,Latin America,Mobile,,,Image,728x90,Winter Sale,,,2022,January
2022-01-16,Organic Search,Organic Search - 1 - 2022,0.0,,,,58.44901649,1.981377477,,North America,Mobile,,,Text,320x50,Winter Sale,,,2022,January
2022-01-16,Content Marketing,Content Marketing - 3 - 2022,139.506831,,,,34.94742015,1.080025188,,Asia-Pacific,Tablet,,,Text,320x50,Winter Sale,,,2022,January
2022-01-17,Paid Search,Paid Search - 1 - 2022,690.3852264,6426.094043,9266.658272,1.198915239,44.16472058,1.23108257,131.8358094,Latin America,Mobile,,0.130456346,Text,728x90,Winter Sale,,0.442035895,2022,January
2022-01-17,Paid Social,Paid Social - 2 - 2022,357.8682358,5484.797398,9007.077168,1.186876096,23.36747234,1.787297828,64.78427932,North America,Tablet,,,Image,320x50,Winter Sale,,0.642189586,2022,January
2022-01-17,Paid Video,Paid Video - 4 - 2022,302.2294768,9902.856841,16130.87911,2.012993375,47.13748099,1.500737192,65.63499122,Europe,Desktop,,,Image,320x50,Winter Sale,,0.628911674,2022,January
2022-01-17,Affiliate Marketing,Affiliate Marketing - 1 - 2022,308.2288218,2613.175142,3362.611168,0.467473072,57.2786447,1.282380384,94.0935169,North America,Tablet,,,Video,,Winter Sale,30s,0.28679135,2022,January
2022-01-17,Email Marketing,Email Marketing - 2 - 2022,343.7769797,7441.70204,12979.09402,1.603970294,42.74941098,1.732284652,49.90183818,Europe,Desktop,0.244554944,,Image,300x250,Winter Sale,,0.744102888,2022,January
2022-01-17,Display Ads,Display Ads - 1 - 2022,670.092417,,,,24.98170073,1.22995953,,North America,Mobile,,,Text,320x50,Winter Sale,,,2022,January
2022-01-17,Organic Search,Organic Search - 3 - 2022,1485.016432,,,,43.27433385,1.663735663,,North America,Tablet,,,Text,320x50,Winter Sale,,,2022,January
2022-01-17,Content Marketing,Content Marketing - 1 - 2022,716.7761968,,,,50.51714858,0.922879935,,Asia-Pacific,Desktop,,,Image,300x250,Winter Sale,,,2022,January
2022-01-18,Paid Search,Paid Search - 3 - 2022,271.2388694,7341.835947,6521.896321,0.866101355,36.18354277,0.785957025,65.69432131,Latin America,Mobile,,0.426712965,Text,728x90,Winter Sale,,-0.111680461,2022,January
